126 3.33451 2.49326 5.82777 1056
127 3.54489 2.87185 6.41674 835
128 3.52683 1.65306 5.17989 695
129 3.64651 2.0755 5.72201 534
130 3.49979 3.44118 6.94097 1202
131 3.66502 2.10265 5.76767 605
132 3.08061 4.16368 7.24429 2984
133 3.55484 4.23993 7.79477 1293
134 3.47064 2.33155 5.80219 481
135 3.49246 2.61197 6.10443 560
136 3.58729 2.59241 6.17970 576
137 3.49975 4.20894 7.70869 1112
138 3.5114 3.10544 6.61684 546
139 3.67164 1.58333 5.25497 511
140 3.52486 1.23761 4.76247 502
141 3.52712 4.05581 7.58293 954
142 3.54816 3.36855 6.91671 754
143 3.52123 4.24134 7.76257 843
144 3.48399 3.10443 6.58842 613
145 3.55597 1.70409 5.26006 921
146 3.5329 1.40564 4.93854 550
147 3.21963 3.33478 6.55441 2287
148 3.4911 3.29462 6.78572 511
149 3.57606 3.27905 6.85511 869
150 3.50875 6.12882 9.63757 1668
151 3.31968 2.5788 5.89848 1084
152 3.4336 2.91819 6.35179 1699
153 3.55923 2.34796 5.90719 495
154 3.13355 6.54239 9.67594 6395
155 3.62029 2.0538 5.67409 507
156 3.52751 2.26899 5.79650 593
157 3.53829 3.24951 6.78780 593
158 3.52013 2.50298 6.02311 485
159 3.51943 3.90204 7.42147 642
160 3.40799 2.58256 5.99055 510
161 3.6168 1.93796 5.55476 633
162 3.42761 3.07949 6.50710 1180
163 3.52109 2.58667 6.10776 601
164 3.53605 1.77615 5.31220 547
165 3.5941 2.5799 6.1740 701
166 3.20814 2.49761 5.70575 780
167 3.26627 4.71982 7.98609 1324
168 3.19361 4.7102 7.90381 4104
169 3.53766 3.07983 6.61749 570
170 3.25821 3.74593 7.00414 2341
171 3.5276 1.76701 5.29461 838
172 3.70314 2.38824 6.09138 531
173 3.36867 5.2752 8.64387 3069
174 3.55784 2.63623 6.19407 500
175 3.34922 3.01825 6.36747 838
176 3.51308 2.20646 5.71954 543
177 3.53046 3.10493 6.63539 634
178 3.53949 1.66468 5.20417 492
179 3.56496 3.28438 6.84934 712
180 3.40295 5.65068 9.05363 1554
181 3.4521 2.08929 5.54139 519
182 3.52488 1.73821 5.26309 564
183 3.37006 3.20805 6.57811 1943
184 3.53878 2.92697 6.46575 611
185 3.22949 3.10331 6.33280 2029
186 3.55085 3.05848 6.60933 603
187 3.55412 2.39452 5.94864 563
188 3.43899 4.04023 7.47922 806
189 3.38443 4.21897 7.60340 1508
190 3.4919 1.20231 4.69421 906
191 3.54279 3.00238 6.54517 531
192 3.47616 1.89985 5.37601 730
193 3.52405 1.95506 5.47911 499
194 3.48486 1.776 5.26086 460
195 3.52343 3.27733 6.80076 674
196 3.53337 3.64209 7.17546 493
197 3.59797 3.45581 7.05378 774
198 3.08083 4.06583 7.14666 914
199 3.48311 3.68042 7.16353 649
200 3.48075 1.82848 5.30923 470
201 3.35275 5.90914 9.26189 2657
202 3.44721 3.33186 6.77907 679
203 3.43879 4.30256 7.74135 1039
204 3.43543 5.84244 9.27787 7786
205 3.38413 3.51293 6.89706 652
206 3.51102 2.73666 6.24768 615
207 3.46323 1.83395 5.29718 481
208 3.41988 4.44598 7.86586 1450
209 3.2364 4.45302 7.68942 4024
210 3.70405 1.67326 5.37731 509
211 3.49763 2.15164 5.64927 1016
212 3.46673 3.38964 6.85637 534
213 3.46359 4.0692 7.53279 1301
214 3.50353 3.46122 6.96475 606
215 3.57623 3.52515 7.10138 615
216 3.55719 2.72701 6.28420 594
217 3.534 2.00278 5.53678 491
218 3.54725 2.47657 6.02382 591
219 3.65561 2.24222 5.89783 531
220 3.26108 2.69101 5.95209 902
221 3.20206 4.0388 7.24086 2223
222 3.43666 7.00334 10.44000 5385
223 3.56759 2.99362 6.56121 819
224 3.52992 3.99385 7.52377 1140
225 3.55275 2.65602 6.20877 584
226 3.22984 2.0967 5.32654 633
227 3.22509 6.50165 9.72674 10523
228 3.33718 3.9 7.23718 2858
229 3.66883 1.64698 5.31581 509
230 3.51242 2.23775 5.75017 619
231 3.55886 3.66796 7.22682 674
232 3.48741 1.98997 5.47738 482
233 3.57034 3.42426 6.99460 756
234 3.68071 1.9789 5.65961 506
235 3.49391 2.35556 5.84947 601
236 3.51497 2.51378 6.02875 493
237 3.34063 5.52066 8.86129 2663
238 3.63062 1.53082 5.16144 509
239 3.35399 4.25356 7.60755 2550
240 3.54791 2.72275 6.27066 1263
241 3.42451 2.65548 6.07999 1162
242 3.38552 4.10391 7.48943 1641
243 3.48299 2.3984 5.88139 487
244 3.49707 2.06477 5.56184 511
245 3.21766 5.21129 8.42895 5152
246 3.45274 3.32715 6.77989 2198
247 3.52761 1.9873 5.51491 672
248 3.58427 1.54349 5.12776 492
249 3.58264 3.21964 6.80228 1015
250 3.47176 2.20915 5.68091 461
251 3.57577 2.9013 6.47707 626
252 3.30042 3.80917 7.10959 760
253 3.61689 2.16538 5.78227 491
254 3.46953 1.56031 5.02984 456
255 3.65205 1.83316 5.48521 500
256 3.45749 1.70897 5.16646 832
257 3.49628 3.42676 6.92304 579
258 3.51476 4.86334 8.37810 3512
259 3.50616 4.37951 7.88567 1278
260 3.44709 2.37445 5.82154 1673
261 3.463 1.13097 4.59397 769
262 3.42311 2.61738 6.04049 592
263 3.59463 3.0971 6.69173 934
264 3.51466 3.56434 7.07900 847
265 3.3572 2.25043 5.60763 818
266 3.44599 3.55479 7.00078 1379
267 3.58052 2.48784 6.06836 546
268 3.491 3.36461 6.85561 627
269 3.44684 3.9219 7.36874 842
270 3.56202 1.88019 5.44221 521
271 3.53295 2.34821 5.88116 817
272 3.5738 1.93732 5.51112 495
273 3.06544 6.15332 9.21876 2179
274 3.51677 2.99267 6.50944 494
275 3.42854 2.66587 6.09441 1817
276 3.56241 3.61962 7.18203 846
277 3.38363 2.38225 5.76588 1733
278 3.52135 3.84167 7.36302 765
279 3.53095 2.52901 6.05996 599
280 3.49134 2.80492 6.29626 1109
281 3.50211 4.07096 7.57307 627
282 3.46279 4.2801 7.74289 837
283 3.51419 2.30313 5.81732 541
284 3.47592 1.88729 5.36321 1126
285 3.5088 2.08433 5.59313 702
286 3.48345 1.63197 5.11542 458
287 3.51798 3.79131 7.30929 937
288 3.45912 2.86857 6.32769 506
289 3.46603 3.08066 6.54669 516
290 3.54867 1.61561 5.16428 529
291 3.52033 3.0682 6.58853 586
292 3.48387 3.19971 6.68358 1118
293 3.65519 1.87365 5.52884 513
294 3.12686 6.83163 9.95849 5989
295 3.4063 3.86004 7.26634 616
296 3.52432 2.75603 6.28035 609
297 3.5286 2.88326 6.41186 753
298 3.51016 4.18226 7.69242 765
299 3.33852 4.54678 7.88530 5181
300 3.50018 2.80377 6.30395 565
301 3.50022 2.77975 6.27997 618
302 3.53776 2.44168 5.97944 531
303 3.50117 1.23325 4.73442 651
304 3.55311 3.84273 7.39584 2910
305 3.42414 5.1791 8.60324 1555
306 3.3255 2.90987 6.23537 1013
307 3.48042 3.08053 6.56095 701
308 3.52183 1.26567 4.78750 507
309 3.55132 3.26201 6.81333 774
310 3.55885 2.05244 5.61129 491
311 3.55273 4.03836 7.59109 666
312 3.68467 2.29695 5.98162 538
313 3.47314 5.11007 8.58321 916
314 3.36284 4.41225 7.77509 1404
315 3.50149 2.2758 5.77729 550
316 3.45678 2.51663 5.97341 884
317 3.55074 2.87245 6.42319 1532
318 3.41907 3.55985 6.97892 2536
319 3.55955 2.45813 6.01768 504
320 3.49122 2.46055 5.95177 972
321 3.49992 1.60525 5.10517 497
322 3.24723 4.53547 7.78270 4659
323 3.49932 3.52216 7.02148 1163
324 3.5523 2.0969 5.6492 495
325 3.4839 3.36576 6.84966 1157
326 3.59376 1.52607 5.11983 498
327 3.45024 4.58941 8.03965 874
328 3.54593 1.58308 5.12901 513
329 3.36889 4.0522 7.42109 706
330 3.50015 4.59339 8.09354 901
331 3.53818 2.26591 5.80409 503
332 3.51752 3.25045 6.76797 639
333 3.41844 2.39457 5.81301 573
334 3.51037 2.04799 5.55836 526
335 3.36159 4.37258 7.73417 3722
336 3.41084 5.67993 9.09077 2543
337 3.53555 1.94022 5.47577 1267
338 3.63943 1.69017 5.32960 512
339 3.47905 1.6334 5.11245 555
340 3.23333 4.80806 8.04139 2666
341 3.52308 1.43384 4.95692 599
342 3.51172 4.09885 7.61057 6133
343 3.63292 2.69539 6.32831 516
344 3.53217 1.31457 4.84674 672
345 3.52239 3.84048 7.36287 628
346 3.51076 3.57953 7.09029 637
347 3.57248 2.62483 6.19731 572
348 3.48537 3.28078 6.76615 648
349 3.57932 2.22474 5.80406 526
350 3.49238 3.46414 6.95652 999
351 3.52484 3.5328 7.05764 676
352 3.40409 2.96532 6.36941 587
353 3.62424 2.44414 6.06838 701
354 3.30363 2.95213 6.25576 2248
355 3.36473 2.46181 5.82654 930
356 3.29575 2.47487 5.77062 930
357 3.56857 2.54201 6.11058 530
358 3.23732 5.76687 9.00419 2968
359 3.50399 2.02971 5.53370 555
360 3.25241 6.19159 9.44400 7487
361 3.39255 4.11854 7.51109 2302
