1	4404.64
2	4387.46
3	4610.08
4	4954.4
5	4822.81
6	4682.65
7	4788.02
8	4798.61
9	4587.54
10	4632.58
11	4865.13
12	4811.23
13	4776.06
14	4848.38
15	4907.35
16	5152.8
17	4579.43
18	4949.36
19	4968.13
20	4660.57
21	4934.59
22	4734.33
23	4902.44
24	4876.88
25	4677.77
26	4606.64
27	4835.05
28	4918.31
29	4977.58
30	4491.88
31	4669.39
32	4810.52
33	4274.7
34	4485.56
35	4692.45
36	4422.08
37	4587.34
38	4748.95
39	4486.09
40	4378.26
41	5032.88
42	4631.59
43	4414.94
44	4671.95
45	4736.71
46	5029.47
47	4355.11
48	4879.02
49	4636
50	4779.55
51	4889.16
52	4556.69
53	4370.68
54	4816.59
55	4599.27
56	4892.24
57	4827.72
58	4421.3
59	5182.8
60	4644.12
61	4890.47
62	4794.69
63	5004.96
64	4775.64
65	4604.22
66	4805.1
67	5149.21
68	4842.46
69	4835.26
70	4989.96
71	4745.67
72	4536.77
73	4477.81
74	4989.43
75	4573.78
76	4777.5
77	4439.96
78	4737.08
79	5045.95
80	4980.59
81	4846.42
82	4738.21
83	4729.27
84	4882.65
85	4373.42
86	4553.6
87	4693.21
88	5009.43
89	5184.83
90	5145.13
91	4859.27
92	4674.74
93	4684.12
94	5274.25
95	5019.94
96	4999.73
97	4522.25
98	4391.66
99	4690.2
100	4825.53
101	4768.08
102	5192.1
103	4779.69
104	5269.1
105	4762.82
106	4748.12
107	4631.67
108	4987.1
109	4745.38
110	4920.6
111	4760.42
112	4922.85
113	4764.62
114	4973.03
115	4434.29
116	4863.03
117	4582.14
118	4692.45
119	5012.24
120	4765.81
121	4852.1
122	4787.22
123	4869.96
124	5050.59
125	4716.67
126	4722.44
127	4589.31
128	4731.4
129	4775.97
130	4647.92
131	4571.81
132	4954.55
133	4387.48
134	5054.18
135	4878.24
136	4899.18
137	5229.93
138	4783.81
139	5059.23
140	4734.96
141	5162.74
142	5022.82
143	4507.18
144	4591.39
145	5229.24
146	5020.07
147	5326.47
148	5141.23
149	5069.8
150	4430.22
151	4909.21
152	4437.74
153	4892.26
154	4777.45
155	4748.66
156	4457.97
157	5000.55
158	4703.75
159	4554.77
160	5253.21
161	5197.04
162	4704.86
163	4675.13
164	4945.47
165	4868.19
166	4465.84
167	4640.44
168	5069.79
169	4771.95
170	5172.04
171	4684.59
172	4916.31
173	4843.6
174	5089.36
175	4692.72
176	4761.46
177	4789.84
178	4811.66
179	4923.9
180	4877.68
181	4725.13
182	4814.42
183	5027.88
184	5154.01
185	4566.89
186	4747.6
187	4756.78
188	4527.64
189	4744.78
190	4477.04
191	4856.83
192	4357.04
193	4508.54
194	4435.49
195	4796.27
196	5371.76
197	4686.6
198	5030.75
199	4655.68
200	4774.71
201	4789.91
202	5017.76
203	4766.4
204	4497.32
205	4916.33
206	4328.34
207	5140.41
208	4603.62
209	5042.77
210	4809.18
211	4647.21
212	4879.33
213	4648.43
214	5233.1
215	4791.24
216	4811.58
217	5183.71
218	4657.24
219	5118.43
220	5060.68
221	4652.79
222	4660.75
223	4403.14
224	4815.84
225	4835.71
226	4681.23
227	5141.35
228	4570.05
229	4964.75
230	4629.33
231	4381.86
232	4775.69
233	4453.9
234	4315.4
235	4346.87
236	4552.05
237	5342.37
238	5089.35
239	4525.95
240	4583.64
241	5196.47
242	4668.18
243	4783.26
244	4413.18
245	5059.9
246	4466.31
247	4712.53
248	5271.23
249	4562.99
250	5089.76
251	4688.41
252	4703.15
253	4796.6
254	4601.55
255	4884.86
256	4910.48
257	4770.35
258	4610.97
259	4787.76
260	4928.85
261	4620.26
262	4893.8
263	4824.95
264	4565.95
265	4788.65
266	4479.69
267	4833.85
268	4636.18
269	4968.77
270	4943.15
271	4774.29
272	4786.05
273	4644.66
274	4534.47
275	4689.66
276	5263.64
277	5040.61
278	5020.79
279	4898.95
280	4617.5
281	5414.88
282	4801.82
283	5098.83
284	4789.03
285	4503.7
286	4556.58
287	5045.16
288	4973.26
289	4970.52
290	4831.72
291	4787.84
292	4474.83
293	4631.44
294	4902.53
295	4809.99
296	4582.04
297	4865.23
298	4682.24
299	4718.66
300	5085.3
