%eval_id         guides      innerEdge    innerBricka    outerBricka   extendBricka positionBricka         obj_fn 
       1    66.37933933    3.154689308    58.47736806    61.05511036    12.00074753    5.781776177              0 
       2    66.54200444    21.04360439    37.72001599    62.12070651    5.006433453    23.76342298              0 
       3    66.57370054    4.426310775    48.47165212    62.86125492    7.819095107   0.4941153384              0 
       4     66.5669636    11.52305246    40.75163791    62.49358564    6.782455736    28.50543063              0 
       5    66.25858355    12.87990804    31.96444518    62.38275479    4.412462058     9.56534571              0 
       6    66.63189362    1.492897312    42.72003502    61.30791786    10.63346053    19.35310903              0 
       7    66.48858425    9.740269211    41.97566079    61.57645839    10.11753868    7.778001383              0 
       8    66.45993174    5.656184437    56.41483847    61.33949848   0.9980304304      26.263555              0 
       9    66.46545145    18.97365881    53.57608115    62.61553115    1.741353311    21.35151894              0 
      10    66.40046675    8.379739498    31.07353224    62.22580358    9.034214888    27.26687741              0 
      11    66.54361454    17.89404007    38.23345893    61.92202194    11.25640395    2.658274733              0 
      12    66.21818933    25.01861507    50.29328079    62.01060659    12.88537701    18.42309499              0 
      13    66.46007746    23.44421068    46.18454258    62.71118188    7.952554467    16.60165607              0 
      14    66.63201655    26.22854358    57.68057804    62.98119271    3.914965964    9.058021509              0 
      15    66.37345447    6.884119325    34.80618206    61.42356455    2.372428581    11.82198026              0 
      16    66.34926158    15.32883545    54.97917823    62.31656943    5.895371743    3.281459814              0 
      17    66.30099221    16.55312897    34.61586436    61.74140997    13.48769289    22.49188153              0 
      18    66.54748389    29.38617029    44.35714484    61.20648054   0.6848440019    12.89383273              0 
      19    66.43597506    28.03781335    51.75395526     61.6323137    14.66732572    15.37336087              0 
      20    65.14176545     3.03564003    36.46800651    62.87238341    7.062975172      9.6339163              0 
      21    64.91968783     20.9041907    48.64696227    62.48368871    4.536892365    19.38507418              0 
      22    64.87156346    4.638495596    40.67504526    62.37859804    11.03771731    7.650431044              0 
      23    64.95125564    12.14599494    32.29975923    61.25625243    9.990022606    25.77471039              0 
      24    65.07391734    12.83680419    42.75989216    61.56610496   0.8975969232     21.5682278              0 
      25    64.84369112     1.39055238    41.97228889    61.33798559    2.106572802     27.6771866              0 
      26    64.93742586    10.96298224    56.47611414    62.59179855    8.714419607    2.392004137              0 
      27    64.97861574    5.070892841    52.81997342    62.17475388    11.29598436    18.05330277              0 
      28    64.79204811    19.97334718    30.19929771    61.89073148    12.69804051    17.02144818              0 
      29    65.16175741    8.975805473    39.33193658    62.03865235    7.944216276    7.969235694              0 
      30    65.03914077    17.64810471    50.41241965    62.69573943    3.464207473    11.99398631              0 
      31    65.09187815    24.79000991    46.64117908    62.93753843    3.017704625    4.070018295              0 
      32    65.22599785    22.45535646    58.08827956    61.46044219    5.827806041    22.25919564              0 
      33    65.17219123     25.8747198    35.91675335    62.36149275    14.09153022    13.94441332              0 
      34    65.12788868    7.318743033    54.49916616     61.8025956   0.3966325795    15.12444082              0 
      35    65.10771405    14.25706772    34.35149289    61.16839016     14.3202638    4.964118363              0 
      36    64.88226741    17.01696354    45.54360196    61.70898014    11.98738839    24.73690594              0 
      37    64.93773189    28.58775206     51.9291045     61.0107614    5.115613532   0.4268218471              0 
      38    64.88407971    27.29642589    59.45943639    62.15231589    7.280461215    29.22144419              0 
      39    68.00032445    3.057393465     47.5928188    62.39943172    9.916584752     21.5439787              0 
      40    68.04530128    20.89397071    40.53788852    61.27677466    1.446753682    28.12578454              0 
      41     67.9978794    3.202819797    32.51116912    61.59132444    2.181918814    2.801735378              0 
      42    67.76624229    11.17382112    44.02106638    61.33397075     8.82551577    17.93650397              0 
      43    67.84144125    13.22954287    42.07503513    62.58954586     11.3097722    17.16227335              0 
      44    67.91938963   0.1644855488    56.53545628    62.23681252     12.9464017    8.473888946              0 
      45    67.81832362     9.90345679    53.05207018    61.84928788     8.60648575    11.73505123              0 
      46    68.04900448    5.802394045    30.72734471    61.99701461    3.388761905    3.512234971              0 
      47    67.74813899    19.85798057    38.37026662     62.6974821    2.960086705    22.86340342              0 
      48    67.86172589    8.198661783    50.30347261    62.90877769    5.757766955      12.923017              0 
      49    67.63291843    18.79069233    46.24539728    61.50617019    13.93459794    15.29609541              0 
      50    67.71466937      23.754836    58.35744694     62.3447429  0.08918232999    6.096734229              0 
      51    67.72975316    23.67504627     35.5833388    61.80714824    14.57829061    24.99244156              0 
      52    68.05425864    26.38721996    54.32410634    61.12563081    12.50367307   0.2442797473              0 
      53    67.95067545    6.827134188    33.70609943    61.68763307    5.097820784    29.43215965              0 
      54    67.97125391    14.93694861    45.06495725    61.00061507    7.317382285    9.776258384              0 
      55     67.9600175       16.49068    50.89951544    62.12137755    6.488806492    19.49893273              0 
      56    67.87521922    29.09433404    58.96345269    62.79478592    4.021831484     7.59371812              0 
      57    68.04795333    28.39996371    37.13883282    62.50360841     10.4053708    25.83038949              0 
      58    63.10267968    2.927028166    40.55226052    61.60907229    8.989183146    16.01105998              0 
      59    63.09678898    20.68956352    32.52695596    61.41765201    11.13886849    9.266983691              0 
      60     62.9702063    4.425163752    43.12608474    62.62059834    12.99133452    11.89317141              0 
      61    63.24763549    12.58427698    42.56645282    62.16721351    7.910927646    3.241694734              0 
      62     63.3200499    14.05187517    55.32586897    61.88622567    3.303000687    22.45240004              0 
